symbol,name,price
GGRUL11.SA,Icatu Vanguarda Gru Logistico Fundo De Investimento Imobiliario Responsabilidade Limitada,8.76
BBTRA11.SA,Fundo De Investimento Imobiliario Btg Pactual Terras Agricolas,63.97
BBLOG11.SA,FII BLOG    CI,8.62
AAROA11.SA,FII AROA    CI  ER,1.06
EENJU3.SA,Enjoei S.A.,1.03
RRDLI11.SA,FII RDLI    CI,124.99
FFHER3.SA,Fertilizantes Heringer S.A.,3.81
FFVPQ11.SA,FVPQ - Fii V Parque,72.68
HHSAF11.SA,Hsi Ativos Financeiros Fundos Investimentos Imoliarios,80.07
AAERI3.SA,Aeris Indústria e Comércio de Equipamentos para Geração de Energia S.A.,3.28
CCJCT11.SA,Cidade Jardim Continental Tower Fundo De Investimento Imobiliario,64.00
GGAME11.SA,Fundo De Investimento Imobiliario Guardian Multiestrategia Imobiliaria I,9.22
VVXXV11.SA,VX XVI - Fundo De Investimento Imobiliario,722.00
BBGRB11.SA,FII BGRB    CI  ER,100.14
TTJKB11.SA,Tjk Renda Imobiliaria Fundo De Investimento Imobiliario,253.00
AAVLL3.SA,Alphaville S.A.,0.97
BBALM4.SA,Baumer S.A.,18.99
LLUXM4.SA,Trevisa Investimentos S.A.,4.50
GG2DI33.SA,"G2D Investments, Ltd.",1.62
MMCEM11.SA,FII MCEM    CI  ER,64.01
SSPXS11.SA,Fundo De Investimento Imobiliario - Spx Syn Multiestrategia,9.15
HHAAA11.SA,Hedge Aaa Fundo De Investimento Imobiliario,53.14
BBLUE11.SA,FII BLUE    CI,210.00
JJSCR11.SA,FII JSCR    CI  ER,8.25
BBMKS3.SA,Bicicletas Monark S.A.,389.96
SSNEL11.SA,Fundo De Investimento Imobiliario Suno Energias Limpas,8.79
WWDCN3.SA,WDC NETWORKSON      NM,2.72
TTOKY3.SA,GRUPO TOKY  ON      NM,0.78
AAZEV3.SA,Azevedo & Travassos S.A.,0.28
AARND3.SA,Arandu Investimentos S.A.,1.15
VVIUR11.SA,Vinci Imoveis Urbanos Fundo De Investimento Imobiliario,6.01
CCXAG11.SA,Fundo De Investimento Imobiliario Caixa Agencias,76.84
FFLRP11.SA,Fundo de Investimento Imobiliário - FII Floripa Shopping,22.25
BBBRC11.SA,BB Renda Corporativa Fundo de Investimento Imobiliário - FII,100.69
GGLPF11.SA,Galapagos Feeder Logistico Fundo De Investimento ImobiliãRio Responsabilidade Limitada,106.36
FFPAB11.SA,Fundo de Investimento Imobiliário Projeto Água Branca,210.99
VVSHO11.SA,FII Votorantim shopping,75.16
AALZC11.SA,Alianza Crédito Imobiliário Fundo De Investimento Imobiliário,7.80
TTRAD3.SA,TC S.A.,3.90
MMNDL3.SA,Mundial S.A. - Produtos de Consumo,15.50
BBLCA11.SA,Bluemacaw Catuai Triple A Fundo De Investimento Imobiliario,92.80
VVVCO11.SA,XTED - TRX Edificios Corporativos Fundo Invest Imobiliario FII Fund,14.95
BBLMG11.SA,Bluemacaw Logastica Fundo De Investimento ImobiliaRio,34.59
CCXCI11.SA,Fundo De Investimento Imobiliario Caixa Carteira Imobiliaria,71.49
DDAMT11.SA,Diamante Fundo Investimento Imobiliario,8.24
PPATC11.SA,Patria Edificios Corporativos Fundo Investimento Imobiliario Fii,41.97
RRBHY11.SA,Rio Bravo Credito Imobiliario High Yield Fundo De Investimento Imobiliario - FII,76.76
AAZEV4.SA,Azevedo & Travassos S.A.,0.24
CCYCR11.SA,Cyrela Credito - Fundo De Investimento Imobiliario,8.76
FFIIP11.SA,FII RB CAP ICI  ER,153.74
AAZTE3.SA,Azevedo & Travassos Energia S.A.,0.42
RRPMG3.SA,Refinaria de Petróleos de Manguinhos S.A.,2.09
KKIVO11.SA,Kilima Volkano Recebiveis Imobiliarios Fundo De Investimento Imobiliario,63.55
RRBIR11.SA,Rb Capital Desenvolvimento Residencial IV Fundo De Investimento Imobiliario - FII,92.36
RRBHG11.SA,Rio Bravo Credito Imobiliario IV Fundo De Investimento Imobiliario - FII,64.87
AAZPL11.SA,FII AZPL    CI  ER,7.68
SSAPI11.SA,Santander Títulos Imobiliarios Fundo De Investimento Imobiliario,8.95
RRNGO11.SA,Fundo de Investimento Imobiliário Rio Negro,51.21
AARRI11.SA,Fundo De Investimento Imobiliario Atrio Reit Recebiveis Imobiliarios,6.58
GGSRF11.SA,GALAPAGOS SP SURF FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA,104.08
VVCRR11.SA,Vectis Renda Residencial Fundo De Investimento Imobiliario,67.31
LLPLP11.SA,FII LAGO PDRCI,229.88
FFYTO11.SA,Fii Nch Brasil Recebiveis Imobiliarios Para Fii Fyto Recebiveis Imob,8.70
VVCRI11.SA,Vinci Credit Securities Fundo De Investimento Imobiliario,7.43
FFIGS11.SA,Fundo de Investimento Imobiliário General Shopping Ativo e Renda - FII,46.20
IIFCM3.SA,Infracommerce CXaaS S.A.,1.10
SSTYI11.SA,Strivo Yield Fundo De Investimento Imobiliario Responsabilidade Limitada,"1,539.00"
IIRIM11.SA,Iridium Fundo De Investimento Imobiliario,67.98
RRSPD11.SA,RB Capital Desenvolvimento Residencial III Fundo De Investimento Imobillario - FII,850.00
FFAMB11.SA,Fundo de Investimento Imobiliario Edificio Almirante Barroso,"1,031.00"
HHGBL11.SA,FII HGBL    CI  ER,9.34
SSHOP11.SA,Multi Shoppings Fundo Investimento Imobiliario Fii,55.00
EEURO11.SA,Coinvalores Dtvm Ltda.,321.00
RRELG11.SA,Fundo De Investimento Imobiliario Rec Logistaca,66.10
PPMIS11.SA,Paramis Hedge Fund Fundo De Investimento Imobiliario - Fii,8.29
ZZAVI11.SA,Zavit Real Estate Fund Fundo De Investimento Imobiliario,10.17
VVPPR11.SA,Xp Properties Fundo De Investimento Imobiliario,16.15
BBIED3.SA,Bahema Educação S.A.,4.40
BBMIN4.SA,Banco Mercantil de Investimentos S.A.,18.41
HHUCG11.SA,Fundo De Investimento Imobiliario Hospital Unimed Campina Grande,100.00
CCALI3.SA,Construtora Adolpho Lindenberg S.A.,16.05
HHOFC11.SA,Hedge Office Income Fundo De Investimento Imobiliario,29.66
HHOOT4.SA,Hotéis Othon S.A.,6.10
MMAGM11.SA,FII MAGM    CI,10.00
CCEDO4.SA,Companhia de Fiação e Tecidos Cedro e Cachoeira S.A.,10.03
PPDTC3.SA,Padtec Holding S.A.,1.38
BBRIP11.SA,Brio Real Estate III - Fundo De Investimento Imobiliario,501.94
RRMAI11.SA,Domo Fundo de Investimento Imobiliário - FII,44.20
BBMLT11.SA,Fundo De Investimentos Imobiliarios De Permuta Financeira Lote5 Mezanino Rl,106.50
FFAED11.SA,Fundo de Investimento Imobiliário - FII Anhanguera Educacional,153.62
KKEVE11.SA,Even II Kinea Fundo De Investimento Imobiliario,719.98
GGLCR11.SA,FII GLCR    CI,101.07
AATSA11.SA,Cshg Atrium Shopping Santo Andr Fundo De Investimento Imobilirio Fii,57.65
BBMLC11.SA,Fundo de Investimento Imobiliário Rio Bravo Renda Corporativa,100.00
JJFLL11.SA,JFL Living Fundo De Investimento Imobiliario,65.82
HHCHG11.SA,Hectare Recebiveis High Grade Fundo De Investimento Imobiliario  Fii,80.20
GGCRI11.SA,Galapagos Recebiveis Imobiliarios Fundo De Investimento Imobiliario,65.26
WWTSP11.SA,Fundo De Investimento Imobiliario Ourinvest Re I,52.00
TTCSA3.SA,Tecnisa S.A.,1.25
EEQIR11.SA,Eqi Recebiveis Imobiliarios Fundo De Investimento Imobiliario,8.29
UUCAS3.SA,Unicasa Indústria de Móveis S.A.,1.36
ZZAGH11.SA,Zagros Multiestrategia Fundo De Investimento Imobiliario,10.10
BBLMO11.SA,Bluemacaw Office Fund Ii - Fundo De Investimento Imobiliario,90.00
SSEQR11.SA,Sequoia III Renda Imobiliaria - Fundo De Investimento Imobiliaria,53.24
FFICT3.SA,Fictor Alimentos S.A.,2.01
EEGDB11.SA,FII EGDB    CI,"1,188.66"
TTMPS11.SA,Itau Tempus Fundo De Investimento Imobiliario,87.70
IINRD11.SA,Inter Residence Fundo DE Investimento Imobiliario FII,75.44
SSNSY3.SA,Sansuy S.A.,11.00
PPMAM3.SA,Paranapanema S.A.,0.70
HHUSC11.SA,Fundo Investimento Imobiliario Hospital Unimed Sul Capixaba,98.04
RRCSL3.SA,Recrusul S/A,2.60
CCEOC11.SA,Fundo de Investimento Imobiliário FII CEO Cyrela Fund,45.34
NNEWU11.SA,Renda de Escritorios Fundo de Investimento Imobiliario - Cotas Fundo,105.00
RRBRD11.SA,RB Capital Renda II Fundo de Investimento Imobiliário - FII,40.96
GGFSA3.SA,Gafisa S.A.,4.90
JJPPA11.SA,JPP Capital Recebíveis Imobiliários Fundo de Investimento Imobiliário,81.22
LLRDI11.SA,FII LEBLON  CI,198.00
IINEP3.SA,Inepar S.A. Indústria e Construções,1.45
AAGXY3.SA,AgroGalaxy Participações S.A.,4.31
SSNME11.SA,Suno Multiestrategia Fundo De Investimento Imobiliario,9.69
AALMI11.SA,Fundo De Investimento Imobiliario Torre Almirante,630.02
CCXCE11.SA,Fundo de Investimento Caixa Cedae,40.80
MMAXR11.SA,Fundo De Investimentos Imobiliarios - Max Ret,61.79
AARXD11.SA,Arx Dover Recebiveis Fundo De Investimento Imobiliario,7.68
RRBFY11.SA,Rio Bravo For You Fundo De Investimento ImobiliaRio De Responsabilidade Limitada,71.00
EEXES11.SA,Exes Fundo De Investimento Imobiliario,9.47
SSPTW11.SA,Sp Downtown Fundo de Investimento Imobiliário - FII,37.34
DDVFF11.SA,Fundo De Investimento Imobiliario - Devant Fundo De Fundos Imobiliarios,6.00
VVSLH11.SA,Versalhes Recebiveis Imobiliarios - Fundo De Investimento Imobiliario,2.20
EERPA11.SA,Europa 105 Fundo Investimento Imobiliario,130.99
WWEST3.SA,Westwing Comércio Varejista S.A.,5.80
VVOTS11.SA,Votorantim Securities Master Fundo Investimento Imobiliario Fii,75.26
PPLAS3.SA,Plascar Participações Industriais S.A.,5.00
CCNES11.SA,Fundo De Investimento Imobiliario Bm Cenesp - Fii - Inicio De Negociacao,1.82
IITIT11.SA,Ifi E Inter Fundo De Investimento Imobiliario,68.96
RRBRS11.SA,Rio Bravo Renda Residencial Fundo De Investimentos Imobiliario,35.60
VVVRI11.SA,V2 Renda Imobiliaria Fundo De Investimento Imobiliario - FII,76.74
FFLCR11.SA,Faria Lima Capital Recebiveis Imobiliarios I FII,95.80
EEPAR3.SA,Embpar Participacoes S.A.,4.01
HHCRI11.SA,Fundo de Investimento Imobiliário - FII Hospital da Criança,296.47
DDOTZ3.SA,Dotz S.A.,4.35
GGFDL11.SA,FII GFDL    CI,109.76
WWPLZ11.SA,Fundo Investec IMB Shopping West Plaza Fund,50.00
CCBOP11.SA,Castello Branco Off Park Fund In Im,38.99
OOIBR3.SA,Oi S.A.,0.17
IINEP4.SA,Inepar S.A. Indústria e Construções,1.17
EEDGA11.SA,Fundo de Investimento Imobiliario - FII Edificio Galeria,13.87
EEMET11.SA,Emet Multiestrategia Fundo De Investimento I Mobiliario Responsabilidade Limitada,10.24
BBNFS11.SA,Banrisul N Front Fund Investment IMO FII Fund,72.62
CCRFF11.SA,Caixa Rio Bravo Fundo De Fundos De Investimento Imobiliario II-Cotas,73.02
RRZLC11.SA,FII RZLC    CI,"1,001.87"
HHOSI11.SA,Fundo De Investimento Imobiliario Housi,85.42
IITIP11.SA,Ifi D Inter Fundo De Investimento Imobiliario,65.05
GGLOG11.SA,Genial Logistica Fundo De Investimento Imobiliario,64.05
IIBCR11.SA,Fundo De Investimento Imobiliario De Cri Integral Brei,48.28
AATED3.SA,ATOM EDUC   ON,2.00
RRECD11.SA,FII RECD    CI  ER,8.36
NNAVT11.SA,Navi Imobiliario Total Return Fundos De Investimento Imobiliario,72.71
SSHOW3.SA,T4F Entretenimento S.A.,6.58
AASRF11.SA,Asa Retrofits I Fundo De Investimento Imobiliario,"10,974.00"
RRCRI11.SA,Real Investor Recebiveis Imobiliários Fundo De Investimento Imobiliario Responsabilidade Limitada,102.52
DDAYM11.SA,Daycoval Real Estate Multiestrategia Fundo De Investimento Imobiliario De Resp Ltd.,3.92
LLUPA3.SA,Lupatech S.A.,0.88
CCARE11.SA,Brazilian Graveyard Death Care Services Fundo Investimento Imobiliario - Fii,1.10
AAPTO11.SA,Navi Residencial Fundo De Investimento Imobiliario,8.52
SSNSY5.SA,Sansuy S.A.,2.84
CCPSH11.SA,Capitania Shoppings Fundo De Investimento Imobiliario,10.91
BBIME11.SA,Brio Multiestrategia - Fundo De Investimento Imobiliario,6.28
FFIXX11.SA,Fator IFIX Fundo Investimento Imobiliario - FII - Cotas Fund,97.98
NNCRI11.SA,Navi Credito Imobiliario - Fundo De Investimento Imobiliario,8.98
NNUTR3.SA,Nutriplant Indústria e Comércio S/A,2.65
FFIEI3.SA,Fica Empreendimentos Imobiliarios S.A,14.39
DDAMA11.SA,FII DAMA    CI,7.45
TTRXY11.SA,TRX Hedge Fund Fundo De Investimento Imobiliario - Responsabilidade Limitada,9.20
RRSID3.SA,Rossi Residencial S.A.,1.70
DDTCY3.SA,DTCOM - Direct to Company S.A.,2.95
ZZAVC11.SA,Zavit Credito Imobiliario - Fundo De Investimento Imobiliario,9.14
PPPLA11.SA,PPLA Participations Ltd.,0.76
FFIVN11.SA,Vida Nova Fundo Investimento Immobiliere,3.40
MMGEL4.SA,Mangels Industrial S.A.,5.50
DDPRO11.SA,Devant Properties Fundo De Investimento Imobiliario,6.29
OOCRE11.SA,Octo Fundo De Investimento Imobiliario,74.00
HHGIC11.SA,Hgi Creditos Imobiliarios Fundo De Investimento,66.00
RRECT11.SA,Fundo De Investimento Imobiliario - FII UBS Office,38.77
GGCDL11.SA,FII GCDL    CI,116.68
VVIVR3.SA,Viver Incorporadora e Construtora S.A.,0.60
XXPSF11.SA,XP Selection Fundo De Fundos De Investimento Imobiliario - FII,6.61
SSMRE11.SA,FII SMRE    CI  ER,63.71
EEDFO11.SA,Fundo de Investimento Imobiliário Edifício Ourinvest,120.00
BBRIM11.SA,Brio Real Estate II - Fundo De Investimento Imobiliario - FII,225.00
NNORD3.SA,Nordon Indústrias Metalúrgicas S/A,4.05
AAFHF11.SA,AF Invest Real Estate Multiestrategia Fundo De Investimento Imobiliario Responsabilidade Limitada,10.02
EESTR3.SA,Manufatura de Brinquedos Estrela S.A.,3.01
BBBFO11.SA,BB Fundos De Fundos - Fundo De Investimento Imobiliario,64.41
CCTAX3.SA,Contax Participações S.A.,0.94
SSEQL3.SA,Sequoia Logística e Transportes S.A.,2.16
CCTXT11.SA,Fundo Invest Imobiliario Centro Textil Internacional - Cotas Fund,6.25
HHCST11.SA,Hectare Student Housing I - Fundo De Investimento Em Participacoes Multiestrategia,45.86
MMGHT11.SA,Fundo De Investimento Imobiliario Mogno Hoteis,17.70
RRBVA11.SA,Fundo Invest Imobiliario Agencias Caixa - FII Fund,9.92
PPEMA11.SA,Performa Real Estate Fundo De Investimento Imobiliario,41.25
RRBTS11.SA,Rb Capital Tfo Situs Fundo Investimento Imobiliario Fii,399.99
TTELM11.SA,Tellus Multiestrategia Fundo De Investimento Imobiliario,10.05
RRBOP11.SA,Fundo De Investimento Imobiliário Mercantil Do Brasil-fii -Inicio,212.00
RRVEE3.SA,REVEE       ON      NM,2.05
SSPG211.SA,Spgm Ii - Fundo De Investimento Imobiliario Responsabilidade Limitada,11.20
FFMOF11.SA,Fundos de Investimento Imobiliário Memorial Office Of Cotas,39.65
XXPCM11.SA,XP Corporate Macaé Fundo de Investimento Imobiliário - FII,8.19
HHAGA3.SA,HAGA S/A Indústria e Comércio,1.64
CCTSA3.SA,Companhia Tecidos Santanense Ltda.,2.69
CCXTL11.SA,Fundo De Investimento Imobiliário Caixa Trx Logística Renda,332.37
CCTSA4.SA,Companhia Tecidos Santanense Ltda.,2.02
PPATA11.SA,Patagonia Capital Multiestrategia Fundo De Investimento Imobiliario,10.34
HHAGA4.SA,HAGA S/A Indústria e Comércio,1.16
JJFEN3.SA,João Fortes Engenharia S.A.,1.03
BBDLL3.SA,Bardella S.A. Indústrias Mecânicas,7.70
EEDGE11.SA,FII EDGE    CI  ER,"1,071.80"
BBDLL4.SA,Bardella S.A. Indústrias Mecânicas,6.20
BBSLT11.SA,Fundo De Investimentos Imobiliarios De Permuta Financeira Lote5 Senior Responsabilidade Limitada,85.04
SSCPF11.SA,Scp Fundo De Investimento NPV,2.68
AAPXR11.SA,FII APXR    CI,100.00
PPLRI11.SA,Polo Fundo de Investimento Imobiliario – FII Recebiveis Imobiliarios IMO - Cotas Fund,11.38
CCXRI11.SA,CXFI - Caixa Rio Bravo Fundo Fundos,64.21
OONDV11.SA,Onda Desenvolvimento Imobiliario Fundo De Investimento Imobiliario,9.77
AAPXU11.SA,FII APXU    CI,95.00
PPABY11.SA,Fundo de Investimento Imobiliário Panamby,11.57
UURHF11.SA,Urca Hedge Fund Estrategia Imobiliaria Fundo De Investimento Imobiliario – Responsabilidade Ltd.,72.79
GGSHP3.SA,General Shopping e Outlets do Brasil S.A.,4.20
NNEXP3.SA,Nexpe Participações S.A.,2.89
RRENV11.SA,Cpv Energia Fundo De Investimento Imobiliario Responsabilidade Limitada,7.20
CCIXF11.SA,FII CIXF    CI,114.52
PPRSV11.SA,Fundo de Investimento Imobiliário Presidente Vargas,32.13
TTXRX4.SA,Têxtil Renauxview S.A.,1.57
KKNRE11.SA,Kinea II Real Estate Equity Fundo de Investimento Imobiliário,0.33
OOSXB3.SA,OSX Brasil S.A.,1.85
SSJAU11.SA,Sj Au Logistica Fundo De Investimento Imobiliario,0.68
HHRDF11.SA,Hedge Realty Development Fundo Investimento Imobiliario FII,3.41
PPDGR3.SA,PDG Realty S.A. Empreendimentos e Participações,1.40
SSNLG11.SA,Mogno Logistica Fundo De Investimento Imobiliario,1.45
PPRSN11.SA,Personale I Fundo Invest Imobiliario,9.00
EEGYR11.SA,Energy Resort Fundo De Investimento Imobiliario,2.87
CCCTY3.SA,RDVC CITY   ON      NM,12.00
RRCFA11.SA,Grupo Rcfa Fundo De Investimento,0.91
RRBDS11.SA,RB Capital Development Residential Real Estate Investment Fund II,1.99
PPETZ3.SA,Pet Center Comércio e Participações S.A.,0.00
AA1PL34.SA,APPLIED DGTLDRN,159.89
AA1PO34.SA,APOLLO GLOBLDRN,52.24
AA1PP34.SA,APPLOVIN CO DRN,108.14
AA2LC34.SA,Alcon Inc.,43.96
AA2MB34.SA,"Ambarella, Inc.",15.22
AA2RR34.SA,"Arrowhead Pharmaceuticals, Inc.",44.25
AA2SO34.SA,"Academy Sports and Outdoors, Inc.",74.29
AA2XO34.SA,"Axon Enterprise, Inc.",185.98
AAADA39.SA,21SH CARDANODRE,36.00
AAAGR11.SA,FIAGRO AAGR CI,118.00
AAALR1.SA,"ALLIAR      DO    5,60",0.03
AAALR1F.SA,"ALLIAR      DO    5,60",0.02
AAALR3F.SA,ALLIAR      ON  ES  NM,4.67
AAAZQ11.SA,Az Quest Sole Fundo De Investimento Nas Cadeias Produtivas Do Agronegocio - Fiagro - Imobiliario,8.19
AABCB2.SA,"ABC BRASIL  DP   19,69",4.37
AABCB2F.SA,"ABC BRASIL  DP   19,69",4.31
AABCB4F.SA,ABC BRASIL  PN  EJS N2,23.92
AABEV3F.SA,AMBEV S/A   ON  EDJ,13.67
AABGD39.SA,ABDEN GOLD  DRE,114.56
AACWI11.SA,Trend Etf Msci Acwi Fundo De Indice,16.34
AACWX39.SA,BlackRock Institutional Trust Co NA,60.91
AADMF3F.SA,CIABRASF    ON      NM,11.33
AAERI3F.SA,AERIS       ON      NM,3.27
AAFLT3F.SA,AFLUENTE T  ON  EJ,7.38
AAGRI11.SA,Bb Etf Iagro Ffs B3 Fundo De Indice,43.60
AAGRO3F.SA,BRASILAGRO  ON      NM,19.61
AAGRX11.SA,Fiagro Agrx,8.86
AAGXY3F.SA,AGROGALAXY  ON      NM,4.17
AAHEB3F.SA,SPTURIS     ON,21.62
AAHEB5F.SA,SPTURIS     PNA,46.40
AALLD3F.SA,ALLIED      ON      NM,8.50
AALOS3F.SA,ALLOS       ON  ED  NM,28.71
AALPA3F.SA,ALPARGATAS  ON      N1,10.48
AALPA4F.SA,ALPARGATAS  PN      N1,12.26
AALPK3F.SA,ESTAPAR     ON      NM,4.63
AALUG11.SA,Investo Msci US Real Estate ETF Fundo De Investimento De Indice Investimento Exterior,40.60
AALUP11F.SA,ALUPAR      UNT ED  N2,31.69
AALUP3F.SA,ALUPAR      ON  ED  N2,11.90
AALUP4F.SA,ALUPAR      PN  ED  N2,10.03
AAMAR3F.SA,LOJAS MARISAON      NM,1.01
AAMBP3F.SA,AMBIPAR     ON      NM,0.33
AAMER3F.SA,AMERICANAS  ON      NM,4.96
AAMOB3F.SA,AUTOMOB     ON      NM,13.57
AANGV39.SA,VANECK ANGL DRE ED,53.40
AANIM3F.SA,ANIMA       ON      NM,3.98
AAREA11.SA,Btg Pactual Teva Itbr Ipca Rendimento Fundo De Índice,102.24
AARGE11.SA,Investo Argentina Fundo De Índice,12.85
AARGT39.SA,GX ARGENTINADRE ED,49.61
AARML3F.SA,ARMAC       ON      NM,4.69
AARND3F.SA,ARANDU      ON      NM,0.89
AASAI3F.SA,ASSAI       ON      NM,7.34
AATED3F.SA,ATOM EDUC   ON,2.00
AAUAU3.SA,Unipar Carbocloro S.A.,3.75
AAUAU3F.SA,--,3.77
AAUPO11.SA,Btg Pactual Teva Auvp Itbr Liquidez Fundo De Indice,100.85
AAURE3F.SA,AUREN       ON      NM,11.59
AAURO11.SA,Buena Vista Neos Gold High Income I - Cotas ETF Fund,114.32
AAUVP11.SA,Btg Pactual Teva Auvp Acoes Fundamentos Fundo De Indice,114.52
AAVLL3F.SA,ALPHAVILLE  ON      NM,0.98
AAXIA3F.SA,AXIA ENERGIAON  EB  N1,50.02
AAXIA3Q.SA,AXIA ENERGIAON  EB  N1,50.26
AAXIA5F.SA,AXIA ENERGIAPNA EX  N1,65.34
AAXIA6F.SA,AXIA ENERGIAPNB EX  N1,52.27
AAXIA7.SA,AXIA Energia SA,48.10
AAXIA7F.SA,AXIA ENERGIAPNC     N1,48.10
AAZEV3F.SA,AZEVEDO     ON,0.30
AAZEV4F.SA,AZEVEDO     PN,0.24
AAZIN11.SA,Az Quest Infra-Yield Ii Fundo De Investimento Em Participacoes Em Infraestrutura,101.80
AAZTE3F.SA,AZT ENERGIA ON,0.43
AAZUL54F.SA,AZUL        PN (P   N2,292.00
AAZZA3F.SA,AZZAS 2154  ON  ED  NM,24.69
BB2AH34.SA,BOOZALLEN HHDRN,48.24
BB2AP34.SA,Credicorp Ltd.,132.08
BB2RK34.SA,Bruker Corporation,28.16
BB2UR34.SA,"Burlington Stores, Inc.",56.26
BB3BR11.SA,IT NOW B3BR+CI,60.09
BB3SA3F.SA,B3          ON  EJ  NM,14.24
BB5MB11.SA,ETF Bradesco Ima-B5 Plus Fundo De Indice,124.85
BB5P211.SA,It Now Ima-B5 P2 Fundo De Indice,101.86
BBAAX39.SA,Ishares Msci All Country Asia Ex Japan ETF,52.52
BBACW39.SA,Ishares Msci Acwi ETF,77.97
BBAER39.SA,Ishares Us Aerospace & Defense ETF,61.28
BBAGG39.SA,BKR US AGGREDRE ED,54.10
BBAIQ39.SA,GX AI TECH  DRE EDB,47.39
BBALM3F.SA,BAUMER      ON  ED,28.00
BBALM4F.SA,BAUMER      PN  ED,18.66
BBAOA39.SA,BKR AGR ALOCDRE ED,81.76
BBAOR39.SA,BKR BAL ALOCDRE ED,71.26
BBARY39.SA,BKR FUT AIT DRE,136.71
BBASK39.SA,21SH BASKET DRE,50.00
BBAUH4F.SA,EXCELSIOR   PN,90.50
BBAZA3F.SA,AMAZONIA    ON,77.32
BBBAS3F.SA,BRASIL      ON      NM,21.72
BBBDC3F.SA,BRADESCO    ON  EJ  N1,15.98
BBBDC4F.SA,BRADESCO    PN  EJ  N1,18.83
BBBER39.SA,JP BTB EUROPDRE ED,80.40
BBBGO11.SA,Bb Fundo De Investimento De Credito Fiagro-Imobiliario,70.37
BBBOI11.SA,Bb Etf Indice Futuro De Boi Gordo B3 Fundo De Indice,9.91
BBBOV11.SA,Bb Etf Ibovespa Fundo De Indice,84.94
BBBSD11.SA,BB ETF S&P Dividendos Brasil Fundo de Indice,128.83
BBBSE3F.SA,BBSEGURIDADEON      NM,35.52
BBBUG39.SA,Global X Funds,55.87
BBCHI39.SA,Ishares Msci China Etf,41.75
BBCIC11.SA,B-Index Morningstar Setores Ciclicos Brasil Fundo De Indice,133.15
BBCNY39.SA,BlackRock Institutional Trust Company NA,63.60
BBCOM39.SA,BKR COMT ROLDRE,44.75
BBCPX39.SA,Global X Funds,41.04
BBCWV39.SA,"iShares, Inc. - iShares MSCI Global Min Vol Factor ETF",64.00
BBDAP11.SA,Bb Etf Indice Dap5 B3 Fundo De Indice,12.06
BBDEF11.SA,B-Index Morningstar Setores Defensivos Brasil Fundo De Indice,158.45
BBDIF11.SA,Btg Pactual Divida Infra FICF Incentivados De Investimento Em Infraestrutura Renda Fixa Credito Priv,73.65
BBDIV11.SA,Btg Pactual Infraestrutura Dividendos Fundo De Investimento Em Participacoes Em Infraestrutura,41.20
BBDLL3F.SA,BARDELLA    ON,7.77
BBDLL4F.SA,BARDELLA    PN,6.79
BBDOM11.SA,Investo Marketvector Brazil Domestic Exposure Etf - Fundo De Investimento De Indice,132.93
BBDRI39.SA,Global X Funds,55.14
BBDVD39.SA,Global X Funds,47.00
BBDVY39.SA,Ishares Select Dividend Etf,77.12
BBECH39.SA,BKR CHILE   DRE ED,76.35
BBEEF3F.SA,MINERVA     ON      NM,5.15
BBEEM39.SA,Ishares Msci Emerging Markets ETF,51.43
BBEES3F.SA,BANESTES    ON  EDJ,8.19
BBEES4F.SA,BANESTES    PN  EDJ,8.24
BBEFA39.SA,Ishares Msci Eafe ETF,66.05
BBEFG39.SA,iShares Trust - iShares MSCI EAFE Growth ETF,63.48
BBEFV39.SA,iShares Trust - iShares MSCI EAFE Value ETF,64.52
BBEGU39.SA,Ishares Trust Ishares Esg Aware Msci Usa ETF,81.32
BBEIS39.SA,MSCI ISRAEL DRE,63.32
BBEMC39.SA,BKR EME XCHIDRE,86.17
BBEMV39.SA,"iShares, Inc. - iShares MSCI Emerging Markets Min Vol Factor ETF",58.86
BBEPP39.SA,BKR MSCI JPNDRE,69.85
BBEST11.SA,Investo Brazil Besst Quality Fundo De Indice,112.15
BBEUW39.SA,BKR EQUALWG DRE,70.83
BBEWA39.SA,"iShares, Inc. - iShares MSCI Australia ETF",47.45
BBEWC39.SA,"iShares, Inc. - iShares MSCI Canada ETF",73.36
BBEWD39.SA,MSCI SWEDEN DRE,55.85
BBEWG39.SA,Ishares Msci Germany ETF,77.93
BBEWH39.SA,Ishares Msci Hong Kong Etf,39.56
BBEWI39.SA,MSCI ITALY  DRE,60.80
BBEWJ39.SA,Ishares Msci Japan Etf,55.92
BBEWL39.SA,"iShares, Inc. - iShares MSCI Switzerland ETF",65.48
BBEWP39.SA,LKR/SGD,97.60
BBEWQ39.SA,"iShares, Inc. - iShares MSCI France ETF",61.38
BBEWS39.SA,BlackRock Institutional Trust Co NA,52.30
BBEWT39.SA,Ishares Msci Taiwan ETF,59.15
BBEWU39.SA,Ishares Msci United Kingdom Etf,80.30
BBEWW39.SA,Ishares Msci Mexico ETF,94.68
BBEWY39.SA,Ishares Msci South Korea Etf,72.55
BBEWZ39.SA,Ishares Msci Brazil ETF,58.99
BBEZA39.SA,MSCI SAFRICADRE,65.84
BBEZU39.SA,Ishares Msci Eurozone ETF,88.82
BBFAV39.SA,iShares Trust - iShares MSCI EAFE Min Vol Factor ETF,58.86
BBFIW39.SA,--,60.12
