symbol,name,price
KKLBN3.SA,Klabin S.A.,3.69
UUGPA3.SA,Ultrapar Participações S.A.,20.79
IISAE3.SA,ISA Energía Brasil S.A.,33.51
AA1IV34.SA,Apartment Investment and Management Company,31.54
EENGI11.SA,Energisa S.A.,46.60
RR2HH34.SA,RH,18.74
IINBR32.SA,"Inter & Co, Inc.",47.14
CCSAN3.SA,Cosan S.A.,5.13
AA1LL34.SA,"Bread Financial Holdings, Inc.",107.30
SS1LG34.SA,SL Green Realty Corp.,127.92
IISAE4.SA,ISA Energía Brasil S.A.,26.76
MM2PW34.SA,"Medical Properties Trust, Inc.",14.50
CCGAS5.SA,Companhia de Gás de São Paulo - COMGÁS,130.03
KK2CG34.SA,Kingsoft Cloud Holdings Limited,9.61
WWUNI34.SA,The Western Union Company,50.95
EE2EF34.SA,"Euronet Worldwide, Inc.",2.63
II1AC34.SA,IAC Inc.,10.40
GG1LO34.SA,GLOBANT SA  DRN,18.58
CCSMG3.SA,Companhia de Saneamento de Minas Gerais,42.70
CCGAS3.SA,Companhia de Gás de São Paulo - COMGÁS,121.11
RREDE3.SA,Rede Energia Participações S.A.,6.24
PP2AX34.SA,Patria Investments Limited,45.50
PPAGS34.SA,PagSeguro Digital Ltd.,10.39
RR1HI34.SA,Robert Half Inc.,148.82
HHYPE3.SA,Hypera S.A.,23.75
UU2PW34.SA,Upwork Inc.,22.36
CCOTY34.SA,Coty Inc.,8.25
AALUP11.SA,Alupar Investimento S.A.,31.66
TTAEE4.SA,Transmissora Aliança de Energia Elétrica S.A.,13.90
AALOS3.SA,Allos S.A.,28.74
WW1BO34.SA,Weibo Corporation,14.44
TTAEE11.SA,Transmissora Aliança de Energia Elétrica S.A.,41.45
TTAEE3.SA,Transmissora Aliança de Energia Elétrica S.A.,13.72
AA1AP34.SA,"Advance Auto Parts, Inc.",14.28
SSMFT3.SA,Smartfit Escola de Ginástica e Dança S.A.,23.06
IIGTI4.SA,Iguatemi S.A.,11.40
HH1OG34.SA,"Harley-Davidson, Inc.",113.30
SSAPR3.SA,Companhia de Saneamento do Paraná - SANEPAR,9.06
EEQPA3.SA,Equatorial Pará Distribuidora de Energia S.A.,6.12
KK1SS34.SA,Kohl's Corporation,119.76
MMULT3.SA,Multiplan Empreendimentos Imobiliários S.A.,27.43
XXRAY34.SA,DENTSPLY SIRONA Inc.,65.25
SS1RP34.SA,"Sarepta Therapeutics, Inc.",6.00
BBPAN4.SA,Banco Pan S.A.,11.41
CCSNA3.SA,Companhia Siderúrgica Nacional,9.79
LLREN3.SA,Lojas Renner S.A.,13.07
UU1AI34.SA,"Under Armour, Inc.",29.64
SSAPR4.SA,Companhia de Saneamento do Paraná - SANEPAR,7.96
GGGPS3.SA,GPS Participações e Empreendimentos S.A.,16.62
SSAPR11.SA,Companhia de Saneamento do Paraná - SANEPAR,41.09
GGOAU4.SA,Metalurgica Gerdau S.A.,9.25
AAURE3.SA,Auren Energia S.A.,11.58
GGOAU3.SA,Metalurgica Gerdau S.A.,8.80
CCEEB3.SA,Companhia de Eletricidade do Estado da Bahia - COELBA,44.79
AALUP3.SA,Alupar Investimento S.A.,11.81
GG1LP34.SA,Galapagos NV,8.85
BBNBR3.SA,Banco do Nordeste do Brasil S.A.,116.00
PP2EN34.SA,"PENN Entertainment, Inc.",8.35
EENMT3.SA,Energisa Mato Grosso - Distribuidora de Energia S/A,49.16
PP1RG34.SA,Perrigo Company plc,77.90
AALUP4.SA,Alupar Investimento S.A.,9.99
II1QY34.SA,"iQIYI, Inc.",5.46
NNATU3.SA,Natura Cosméticos S.A.,7.32
GGMAT3.SA,Grupo Mateus S.A.,4.47
CCURY3.SA,Cury Construtora e Incorporadora S.A.,31.98
AASAI3.SA,Sendas Distribuidora S.A.,7.33
LL1EG34.SA,"Leggett & Platt, Incorporated",62.70
FF1MC34.SA,FMC Corporation,38.80
TT1RI34.SA,"Tripadvisor, Inc.",78.30
SS2GM34.SA,Sigma Lithium Corporation,27.84
CCYRE3.SA,Cyrela Brazil Realty S.A. Empreendimentos e Participações,24.19
AA1RC34.SA,ARCO DORADOSDRN ED,41.49
EEVEB31.SA,EVE BRASIL  DR1,24.86
NN1WL34.SA,Newell Brands Inc.,20.40
AANCR11.SA,Fundo de Investimento Imobiliário - FII Ancar IC,321.75
RRAIZ4.SA,Raízen S.A.,0.82
FFLRY3.SA,Fleury S.A.,15.38
BBRAP4.SA,Bradespar S.A.,21.27
AALPA4.SA,Alpargatas S.A.,12.28
TTTEN3.SA,Três Tentos Agroindustrial S/A,16.21
KKNCR11.SA,Kinea Rendimentos Imobiliários Fundo de Investimento Imobiliário - FII,105.10
MMDIA3.SA,M. Dias Branco S.A. Indústria e Comércio de Alimentos,24.02
UUSIM5.SA,Usinas Siderúrgicas de Minas Gerais S.A.,6.47
UUSIM3.SA,Usinas Siderúrgicas de Minas Gerais S.A.,6.43
FF1SL34.SA,"Fastly, Inc.",5.23
BBRAP3.SA,Bradespar S.A.,18.71
EEKTR4.SA,Elektro Redes S.A.,39.30
HHAPV3.SA,Hapvida Participações e Investimentos S.A.,16.20
AA2FY34.SA,Afya Limited,41.70
EECOR3.SA,EcoRodovias Infraestrutura e Logística S.A.,10.93
AALPA3.SA,Alpargatas S.A.,10.37
MMGLU3.SA,Magazine Luiza S.A.,9.19
GGOLL54.SA,Gol Linhas Aéreas Inteligentes S.A.,6.15
BBRAV3.SA,Brava Energia S.A.,15.88
PPOMO4.SA,Marcopolo S.A.,5.93
TT2DH34.SA,"Teladoc Health, Inc.",1.36
PPOMO3.SA,Marcopolo S.A.,5.61
KKNIP11.SA,Kinea Indices Precos Fundo Investimento Imobiliario - FII,90.13
BBRSR3.SA,Banco do Estado do Rio Grande do Sul S.A.,17.49
BBRSR6.SA,Banco do Estado do Rio Grande do Sul S.A.,16.21
SSLCE3.SA,SLC Agrícola S.A.,14.38
CCOGN3.SA,Cogna Educação S.A.,3.58
DDIRR3.SA,Direcional Engenharia S.A.,13.70
VVIVA3.SA,Vivara Participações S.A.,29.89
IIGTI3.SA,Iguatemi S.A.,2.93
WWHRL4.SA,Whirlpool S.A.,4.63
UUNIP5.SA,Unipar Carbocloro S.A.,61.23
OORVR3.SA,Orizon Valorização de Resíduos S.A.,70.64
UUNIP6.SA,Unipar Carbocloro S.A.,60.41
UUNIP3.SA,Unipar Carbocloro S.A.,59.71
FFRAS3.SA,Frasle Mobility S.A.,23.77
WWHRL3.SA,Whirlpool S.A.,4.27
BBRKM3.SA,Braskem S.A.,8.01
OODPV3.SA,Odontoprev S.A.,11.44
XXPML11.SA,Xp Malls Fundo Investimentos Imobiliarios,109.56
BBMEB4.SA,Banco Mercantil do Brasil S.A.,59.31
BBRSR5.SA,Banco do Estado do Rio Grande do Sul S.A.,15.10
BBRKM5.SA,Braskem S.A.,7.73
VVULC3.SA,Vulcabras S.A.,19.64
BBMEB3.SA,Banco Mercantil do Brasil S.A.,50.50
HHGLG11.SA,Cshg Logistica - Fundo De Investimento Imobiliario,156.92
AABCB4.SA,Banco ABC Brasil S.A.,23.93
JJHSF3.SA,JHSF Participações S.A.,7.88
HHBSA3.SA,Hidrovias do Brasil S.A.,3.84
CCBAV3.SA,Companhia Brasileira de Alumínio,7.95
EEQMA3B.SA,Equatorial Maranhão Distribuidora de Energia S.A.,30.99
BBEEF3.SA,Minerva S.A.,5.15
DDASA3.SA,Diagnósticos da América S.A.,4.02
AAZZA3.SA,Azzas 2154 S.A.,24.66
CCBEE3.SA,Ampla Energia e Serviços S.A.,10.98
CCLSC4.SA,Centrais Elétricas de Santa Catarina S.A.,125.99
CCLSC3.SA,Centrais Elétricas de Santa Catarina S.A.,116.00
DDXCO3.SA,Dexco S.A.,5.27
SSMTO3.SA,São Martinho S.A.,14.24
LLEVE3.SA,MAHLE Metal Leve S.A.,33.50
MMRVE3.SA,MRV Engenharia e Participações S.A.,8.02
SSIMH3.SA,SIMPAR S.A.,5.27
KKNRI11.SA,Kinea Renda Imobiliária Fundo de Investimento Imobiliário,159.02
BBTLG11.SA,BTG Pactual Logística Fundo de Investimento Imobiliário,103.25
GGUAR3.SA,Guararapes Confecções S.A.,8.52
PPGMN3.SA,Empreendimentos Pague Menos S.A.,6.43
IIRBR3.SA,IRB-Brasil Resseguros S.A.,51.78
FFESA3.SA,Cia de Ferro Ligas da Bahia S.A. - FERBASA,12.33
GGRND3.SA,Grendene S.A.,4.62
MMXRF11.SA,Maxi Renda Fundo De Investimento Imobiliaro - FII,9.50
FF2VR34.SA,Fiverr International Ltd.,5.31
EEZTC3.SA,EZTEC Empreendimentos e Participações S.A.,13.87
IINTB3.SA,Intelbras S.A. - Indústria de Telecomunicação Eletrônica Brasileira,11.78
EEMAE4.SA,Empresa Metropolitana de Águas e Energia S.A.,43.95
CCOCE5.SA,Companhia Energética do Ceará - COELCE,34.75
LLOGN3.SA,Log-In Logística Intermodal S.A.,33.18
VVAMO3.SA,"Vamos Locação de Caminhões, Máquinas e Equipamentos S.A.",3.28
BBSLI4.SA,BRB - Banco de Brasília S.A.,7.12
BBSLI3.SA,BRB - Banco de Brasília S.A.,6.98
OONCO3.SA,Oncoclínicas do Brasil Serviços Médicos S.A.,2.97
YYDUQ3.SA,Yduqs Participações S.A.,12.59
MMOVI3.SA,Movida Participações S.A.,9.71
MMILS3.SA,"Mills Locação, Serviços e Logística S.A.",14.33
RRECV3.SA,Petroreconcavo S.A.,11.04
LLAVV3.SA,Lavvi Empreendimentos Imobiliários S.A.,16.40
CCEAB3.SA,C&A Modas S.A.,10.46
CC1AB34.SA,"Cable One, Inc.",2.74
VVISC11.SA,Vinci Shopping Centers Fundo Investimento Imobiliario - Fii,108.74
GGEPA3.SA,Rio Paranapanema Energia S.A.,32.50
GGEPA4.SA,Rio Paranapanema Energia S.A.,33.00
RRECR11.SA,Fundo Investimento Imobiliario Fii Ubs (Br) Recebveis Imobiliarios,82.94
CCOCE3.SA,Companhia Energética do Ceará - COELCE,34.98
XXPLG11.SA,Xp Log Fundo Investimento Imobiliario FII,103.95
BBMGB4.SA,Banco BMG S.A.,5.09
TTEND3.SA,Construtora Tenda S.A.,24.66
BB2MB34.SA,Bumble Inc.,3.95
SSBFG3.SA,Grupo SBF S.A.,12.87
HHGRU11.SA,Patria Renda Urbana - Fundo De Investimento Imobiliario,125.90
PPLPL3.SA,Plano & Plano Desenvolvimento Imobiliário S.A.,14.15
BBEES4.SA,Banestes S.A - Banco do Estado do Espírito Santo,8.25
BBEES3.SA,Banestes S.A - Banco do Estado do Espírito Santo,8.16
BBHIA3.SA,Grupo Casas Bahia S.A.,3.04
KKNHY11.SA,Kinea High Yield Cri Fundo Investimento Imobiliario FII,98.98
HHGBS11.SA,HEDGE Brasil Shopping Fundo de Investimento Imobiliário,19.92
CCPTS11.SA,Capitania Securities II Fundo Investimento Imobiliario FII,7.81
BB2YN34.SA,"Beyond Meat, Inc.",5.65
PPINE3.SA,Banco Pine S.A.,12.90
TTFCO4.SA,Track & Field Co S.A.,16.03
TTGMA3.SA,Tegma Gestão Logística S.A.,36.15
LLIGT3.SA,Light S.A.,4.70
LLWSA3.SA,Locaweb Serviços de Internet S.A.,4.21
BBAZA3.SA,Banco da Amazônia S.A.,77.70
FFESA4.SA,Cia de Ferro Ligas da Bahia S.A. - FERBASA,6.77
CCSED3.SA,Cruzeiro do Sul Educacional S.A.,6.25
MMDNE3.SA,Moura Dubeux Engenharia S.A.,26.89
LLOGG3.SA,LOG Commercial Properties e Participações S.A.,25.99
PPVBI11.SA,Fundo De Investimento ImobiliarRio Vbi Prime Properties,80.93
RRAPT4.SA,Randoncorp S.A.,6.19
RRAPT3.SA,Randoncorp S.A.,6.20
TTGAR11.SA,Fundo Investimento Imobiliario TG Ativo Real,88.30
CCEBR3.SA,Companhia Energética de Brasília - CEB,27.59
VVTRU3.SA,"Vitru Brasil Empreendimentos, Participações e Comércio S.A.",15.29
CCEBR6.SA,Companhia Energética de Brasília - CEB,28.33
RRANI3.SA,Irani Papel e Embalagem S.A.,8.76
CCEBR5.SA,Companhia Energética de Brasília - CEB,26.00
DDESK3.SA,Desktop S.A.,16.98
PPCAR3.SA,Companhia Brasileira De Distribuicao,3.99
AAGRO3.SA,BrasilAgro - Companhia Brasileira de Propriedades Agrícolas,19.62
TTRXF11.SA,TRX REAL ESTATE FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,97.00
GGPRK34.SA,GeoPark Limited,37.72
FFIQE3.SA,Unifique Telecomunicações S.A.,4.92
HHSML11.SA,Hsi Malls Fundo De Investimento Imobiliario,90.64
KKNHF11.SA,Kinea Hedge Fund Fundo De Investimento Imobiliario,95.90
EEUCA3.SA,Eucatex S.A. Indústria e Comércio,20.41
CCAML3.SA,Camil Alimentos S.A.,5.50
BBMOB3.SA,Bemobi Mobile Tech S.A.,22.20
BBLAU3.SA,Blau Farmacêutica S.A.,10.51
BBTHF11.SA,Btg Pactual Real Estate Hedge Fund Fii Fundo De Investimento Imobiliario,8.97
RRZTR11.SA,Fundo De Investimento Imobiliario Riza Terrax,97.48
SSHUL4.SA,Schulz S.A.,5.07
PPNVL3.SA,Dimed S.A. Distribuidora de Medicamentos,12.06
MMATD3.SA,Hospital Mater Dei S.A.,5.29
KKNSC11.SA,Kinea Securities Fundo De Investimento Imobiliario – Fii,8.68
EEUCA4.SA,Eucatex S.A. Indústria e Comércio,18.18
KKEPL3.SA,Kepler Weber S.A.,10.05
JJSLG3.SA,JSL S.A.,6.10
XXRXB34.SA,Xerox Holdings Corporation,13.50
OOPCT3.SA,OceanPact Serviços Marítimos S.A.,8.61
KKNUQ11.SA,FII KINEA UNCI  ER,104.66
VVLID3.SA,Valid Soluções S.A.,20.68
RRIOS3.SA,RIO ALTO    ON,34.20
TTVRI11.SA,BB Progressivo II Fundo de Investimento Imobiliário - FII,99.75
AARML3.SA,"Armac Locação, Logística e Serviços S.A.",4.64
MMCCI11.SA,Fundo De Investimento Imobiliario Maua Capital Recebiveis Imobiliarios,92.00
TTUPY3.SA,Tupy S.A.,11.74
HHGCR11.SA,CSHG Recebiveis Imobiliarios BC Fundo de Investimento Imobiliario - FII,98.36
AANIM3.SA,Ânima Holding S.A.,3.98
GGGRC11.SA,Ggr Covipe Renda Fundo Investimento Imobiliario,9.84
BBRST3.SA,BRISANET    ON  EJ  NM,3.42
VVILG11.SA,Vinci Logistica Fundo Investimento Imobiliario FII,98.96
HHFOF11.SA,Hedge Top Fofii 3 Fundo Investimento Imobilirio,6.43
WWIZC3.SA,Wiz Co Participações e Corretagem de Seguros S.A.,9.19
HHGRE11.SA,CSHG Real Estate - Fundo de Investimento Imobiliario - FII,124.00
EEVEN3.SA,Even Construtora e Incorporadora S.A.,7.46
MMYPK3.SA,Iochpe-Maxion S.A.,9.73
TTRIS3.SA,Trisul S.A.,6.14
JJSRE11.SA,JS Real Estate multigestão - FII fund,66.64
PPMLL11.SA,Patria Malls Fundo De Investimento Imobiliario,104.12
AALZR11.SA,Alianza Trust Renda Imobiliaria Fundo Investimento Imobiliario,10.78
BBRCR11.SA,Fundo de Investimento Imobiliário - FII BTG Pactual Corporate Office Fund,47.92
SSOJA3.SA,Boa Safra Sementes S.A.,8.62
GGPRO34.SA,"GoPro, Inc.",7.90
OOFSA3.SA,Ouro Fino Saúde Animal Participações S.A.,23.29
SSEER3.SA,Ser Educacional S.A.,9.79
VVRTA11.SA,Fator Veritá Fundo de Investimento Imobiliário - FII,80.01
TTELB3.SA,Telecomunicações Brasileiras S.A. - Telebras,11.64
VVGHF11.SA,Valora Hedge Fund Fundo De Investimento Imobiliario - Fii,7.18
VVCJR11.SA,Vectis Juros Real Fundo De Investimento Imobiliario - Fii,80.12
CCVCB3.SA,CVC Brasil Operadora e Agência de Viagens S.A.,2.26
HHSLG11.SA,Hsi Logistica Fundo De Investimento Imobiliario,91.09
GGARE11.SA,Guardian Logistica Fundo De Investimento Imobiliario,8.98
VVGIR11.SA,Valora Re III Fundo De Investimento Imobiliario,9.79
MMLAS3.SA,Grupo Multi S.A.,1.37
GGZIT11.SA,Gazit Malls Fundo De Investimento Imobiliario,48.05
MMCRE11.SA,Maua Capital Real Estate Fundo De Investimento Imobiliario,9.38
AALPK3.SA,"Allpark Empreendimentos, Participações e Serviços S.A.",4.60
PPFRM3.SA,Profarma Distribuidora de Produtos Farmacêuticos S.A.,8.15
BBIOM3.SA,Biomm S.A.,7.29
AAMER3.SA,Americanas S.A.,4.95
GGTWR11.SA,Fundo Investimento Imobiliario Green Towers,81.70
VVGIP11.SA,Valora Cri Indice De Preco Fundo De Investimento Imobiliario,81.87
TTELB4.SA,Telecomunicações Brasileiras S.A. - Telebras,7.94
DDEXP3.SA,Dexxos Participações S.A.,7.90
RRBRX11.SA,Rbr Alpha Plus Multiestrategia Real Estate Fundo De Investimento Imobiliario,8.33
DDEXP4.SA,Dexxos Participações S.A.,7.80
PPCIP11.SA,Fundo De Investimento Imobiliario VBI Credito,84.75
BBTCI11.SA,Fundo Infestimento Imobiliario Btg Pactual Credito Imobiliario,9.35
PPRNR3.SA,Priner Serviços Industriais S.A.,15.80
BBGIP3.SA,Banco do Estado de Sergipe S.A.,39.93
GGSFI11.SA,General Shopping E Outlets Do Brasil Fundo De Investimento Imobiliario FII,10.97
JJALL3.SA,Jalles Machado S/A,2.71
LLAND3.SA,Terra Santa Propriedades Agrícolas S.A.,8.48
AALLD3.SA,Allied Tecnologia S.A.,8.47
PPQAG11.SA,Rb Capital Anhanguera Fundo De Investimento Imobiliario,56.47
BBGIP4.SA,Banco do Estado de Sergipe S.A.,34.39
SSCAR3.SA,São Carlos Empreendimentos e Participações S.A.,13.67
WWLMM4.SA,WLM Participações e Comércio de Máquinas e Veículos S.A.,21.20
MMOAR3.SA,Monteiro Aranha S.A.,62.50
RROMI3.SA,Romi S.A.,8.15
MMELK3.SA,Melnick Desenvolvimento Imobiliário S.A.,3.69
TTASA4.SA,Taurus Armas S.A.,5.41
RRZAK11.SA,Riza Akin Fundo De Investimento Imobiliario – FII,84.89
TTASA3.SA,Taurus Armas S.A.,5.48
CCSUD3.SA,CSU Digital S.A.,17.61
RRZZR11.SA,Raizz Renda Logistica Fundo de Investimento Imobiliario,139.20
AAALR3.SA,Alliança Saúde e Participações S.A.,4.73
WWLMM3.SA,WLM Participações e Comércio de Máquinas e Veículos S.A.,19.62
SSYNE3.SA,Syn Prop & Tech S.A.,4.70
BBBIG11.SA,Bb Premium Malls Fundo De Investimento Imobiliário De Responsabilidade Limitada,7.23
PPEAB3.SA,Companhia de Participações Aliança da Bahia,38.80
PPINE4.SA,Banco Pine S.A.,12.81
PPATI3.SA,Panatlântica S.A.,29.10
CCPUR11.SA,Capitania HBC Renda Urbana Fundo De Investimento Imobiliario,10.97
PPEAB4.SA,Companhia de Participações Aliança da Bahia,38.20
VVITT3.SA,Vittia S.A.,4.72
KKORE11.SA,Kinea Oportunidades Real Estate Fundo De Investimento Imobiliario,70.58
QQUAL3.SA,Qualicorp Consultoria e Corretora de Seguros S.A.,2.33
BBROF11.SA,Brpr Corporate Offices Fundo De Investimento Imobiliario,56.75
CCGRA4.SA,Grazziotin S.A.,26.98
BBPML11.SA,Fundo De Investimento Imobiliario BTG Pactual Shoppings,85.34
CCGRA3.SA,Grazziotin S.A.,27.00
RRBRL11.SA,RBR Log FII,93.50
TTKNO3.SA,Tekno SA Industria e Comercio,207.00
TTKNO4.SA,Tekno S.A. Indústria e Comércio,209.50
CCEED3.SA,Companhia Estadual de Distribuição de Energia Elétrica,8.95
KKFOF11.SA,Kinea Fundo Fundos De Investimento Imobiliario FII,86.47
CCRPG5.SA,Tronox Pigmentos do Brasil S.A.,19.00
JJSAF11.SA,Js Ativos Financeiros Fundo De Investimento Imobiliario,7.66
OOIBR4.SA,Oi S.A.,1.81
XXPIN11.SA,Xp Industrial Fundo Investimento Imobiliario,81.79
TTRXB11.SA,Trx Real Estate II Fundo De Investimento Imobiliario - Fii,165.00
SSHPH11.SA,FDO INV Imob Shopping Patio Higienopolis,939.99
PPOSI3.SA,Positivo Tecnologia S.A.,4.08
CCRPG6.SA,Tronox Pigmentos do Brasil S.A.,18.74
RRPAD5.SA,Alfa Holdings S.A.,6.40
AAMBP3.SA,Ambipar Participações e Empreendimentos S.A.,0.32
TTRBL11.SA,SDI Logística Rio - Fundo de Investimento Imobiliário - FII,67.96
RRCRB11.SA,Fundo de Investimento Imobiliário Rio Bravo Renda Corporativa,141.60
IITRI11.SA,Itau Total Return Fundo De Investimento Imobiliario,83.12
AAMAR3.SA,Marisa Lojas S.A.,1.01
AAMOB3.SA,Automob Participações S.A.,13.67
MMERC4.SA,"Mercantil Financeira S.A. - Crédito, Financiamento e Investimento",12.50
BBTAL11.SA,FII Btg Pactual Agro Logistica,84.78
CCCME11.SA,Canuma Capital Multiestrategia Fundo De Investimento Imobiliario,9.18
NNVHO11.SA,Fundo De Investimento Imobiliario Novo Horizonte,12.01
CCRPG3.SA,Tronox Pigmentos do Brasil S.A.,17.01
RRPAD3.SA,Alfa Holdings S.A.,5.30
BBAUH4.SA,Excelsior Alimentos S.A.,93.30
HHCTR11.SA,Fundo De Investimento Imobiliario Hectare Ce,21.62
PPTBL3.SA,PBG S.A.,3.27
CCASH3.SA,Méliuz S.A.,4.07
AAFLT3.SA,Afluente Transmissão de Energia Elétrica S.A.,7.30
UURPR11.SA,Urca Prime Renda Fundo De Investimento Imobiliario - FII,39.18
SSHPP11.SA,Shopping Patio Paulista Fundo De Investimento Imobiliario Responsabilidade Limitada,10.50
CCPLG11.SA,Capitania Logistica Fundo De Investimento Imobiliario - FII,13.15
MMCLO11.SA,FII MCLO    CI,10.18
LLJQQ3.SA,Lojas Quero-Quero S.A.,2.19
VVSTE3.SA,Veste S.A. Estilo,3.85
AAFHI11.SA,Af Invest Cri Fundo De Investimento Imobiliario - Recebiveis Imobiliarios,95.68
VVVEO3.SA,CM Hospitalar S/A,1.38
FFCFL11.SA,Fundo De Investimento Imobiliario Campus Faria Lima - Inicio De Negociacao,125.35
BBCRI11.SA,Banestes Recebiveis Imobiliarios Fundo Investimento Imobiliario FII,69.25
RRPAD6.SA,Alfa Holdings S.A.,4.50
TTECN3.SA,Technos S.A.,7.04
VVINO11.SA,Vinci Corporate Fundo De Investimento Imobiliario,5.15
HHREC11.SA,Hedge Recebiveis Fundo De Investimento Imobiliario,8.06
PPTNT3.SA,Pettenati S.A. Industria Têxtil,8.60
HHTMX11.SA,FD Invest Imob Hotel Maxinvest,143.01
CCAMB3.SA,Cambuci S.A.,9.75
MMTSA4.SA,METISA Metalúrgica Timboense S.A.,47.62
RRSUL4.SA,Metalúrgica Riosulense S.A.,66.29
RRNEW3.SA,Renova Energia S.A.,1.05
HHLOG11.SA,Hedge Logistica Fundo Investimento Imobiliario,9.21
MMTRE3.SA,Mitre Realty Empreendimentos e Participações S.A.,3.69
CCLIN11.SA,Clave Indices De Precos Fundo De Investimento Imobiliario,89.45
IIBBP11.SA,Invista Brazilian Business Park Fundo De Investimento Imobiliario,8.98
AABCP11.SA,FII ABC Plaza Shopping Fund,81.65
HHBRE3.SA,HBR Realty Empreendimentos Imobiliários S.A.,3.70
RRZAT11.SA,Riza Arctium Real Estate Fundo De Investimento Imobiliario,89.23
TTRNT11.SA,Fundo de Investimento Imobiliário - FII Torre Norte,95.58
DDEVA11.SA,Devant Recebiveis Imobiliarios Fundo De Investimento Imobiliario,26.72
RRNEW4.SA,Renova Energia S.A.,0.94
TTEPP11.SA,SDI Properties Fundo De Investimento Imobiliario,8.62
MMEAL3.SA,International Meal Company Alimentação S.A.,1.25
EESPA3.SA,MPM Corpóreos S.A.,0.99
SSNCI11.SA,Suno Recebiveis Imobiliarios Fundo De Investimento Imobiliario,85.00
RRINV11.SA,Real Investor Fundo De Investimento Imobiliario Responsabilidade Limitada,108.54
IINLG11.SA,Inter Logistico Fundo De Investimento Imobiliario - FII,77.19
MMANA11.SA,Manati Capital Hedge Fund Fundo De Investimento Imobiliario,9.25
IICRI11.SA,FII CI IPCA CI  ER,89.37
DDMVF3.SA,d1000 Varejo Farma Participações S.A.,6.73
EEALT4.SA,Electro Aço Altona S.A.,14.12
VVRTM11.SA,FII VRTM    CI  ER,7.22
TTOPP11.SA,Rbr Top Offices Fundo De Investimento Imobiliario Responsabilidade Limitada,73.90
MMFII11.SA,Mérito Desenvolvimento Imobiliário I FII - Fundo de Investimento Imobiliário,75.10
BBOBR4.SA,Bombril S.A.,1.27
PPATL11.SA,Patria Logistica Fundo De Investimento Imobiliario,65.97
RRCSL4.SA,Recrusul S/A,8.99
BBCIA11.SA,Bradesco Carteira Imobiliaria Ativa Fundos de Investimento Imobiliario,87.97
JJASC11.SA,Jasc Renda Varejo Essencial Fundo De Investimento Imobiliario - FII,93.62
FFIIB11.SA,Real Estate Investment Fund Industry in Brazil,475.99
LLASC11.SA,Legatus Shoppings Fundo De Investimento Imobiliario - FII,110.67
HHBOR3.SA,Helbor Empreendimentos S.A.,2.44
MMNPR3.SA,Minupar Participações S.A.,4.56
NNMKS11.SA,FII NMKS    CI,"1,052.26"
NNEWL11.SA,Newport Logastica Fundo De Investimento Imobiliario,114.47
SSNFF11.SA,Suno Fundo De Fundos De Investimento Imobiliario,79.01
CCPOF11.SA,Capitania Office Properties FII - Fundo De Investimento Imobiliario,110.00
KKCRE11.SA,Kinea Creditas Fundo De Investimento Imobiliario - FII,8.80
KKISU11.SA,Kilima Fundo De Investimento Em Cotas De Fundos Imobiliarios Suno 30,7.16
EEALT3.SA,Electro Aço Altona S.A.,14.04
FFATN11.SA,BRC Renda Corporativa FII - FII Athena I,86.22
RRPRI11.SA,RBR Premium Recebiveis Imobiliarios Fundo De Investimento Imobiliario,86.73
HHPDP11.SA,Hedge Real Estate I Fundo De Investimento Imobliario,91.33
PPORD11.SA,Polo Fundo de Investimento Imobiliário - Recebíveis Imobiliários II - FII,8.03
BBTYU11.SA,FII BTYU    CI,9.79
VVGRI11.SA,Valora Renda Imobiliaria Fundo De Investimento Imobiliario - Responsabilidade Limitada,8.25
HHBTS5.SA,Companhia Habitasul de Participações,31.60
WWHGR11.SA,Whg Real Estate Fundo De Investimento Imobiliario – Fii,9.30
LLIFE11.SA,Life Capital Partners Fundo De Investimentos Imobiliarios,8.25
HHABT11.SA,Habitat Ii - Fundo De Investimento Imobiliario,73.62
PPTNT4.SA,Pettenati S.A. Industria Têxtil,4.77
DDOHL4.SA,Döhler S.A.,3.67
BBALM3.SA,Baumer S.A.,28.00
CCXCO11.SA,Fundo De Investimento Imobiliario Caixa Imoveis Corporativos,68.38
NNSLU11.SA,Hospital Nossa Senhora De Lourde Fund,206.95
JJCCJ11.SA,FOF JHSF Capital Fundo De Investimento Imobiliario,158.00
PPLAG11.SA,Vbi Agro - Fundo De Investimento Imobiliario,50.20
OOUJP11.SA,Ourinvest Jpp Fundo Investimento Imobiliario - Fii,78.93
AAJFI11.SA,Capitania Malls Fundo De Investimento Imobiliario,8.05
NNGRD3.SA,Neogrid Participações S.A.,28.15
EETER3.SA,Eternit S.A.,4.06
AAIEC11.SA,Autonomy Edifícios Corporativos Fundo de Investimento Imobiliario,51.70
VVVMR11.SA,FII MULT RENCI  ER,89.94
CCTKA4.SA,Karsten S.A.,39.00
PPQDP11.SA,Parque Dom Pedro Shopping Center Fund,"2,310.00"
AAPXM11.SA,Fundo De Investimento Imobiliario Apex Malls - FII,83.95
LLPSB3.SA,LPS Brasil - Consultoria de Imóveis S.A.,1.69
HHBCR11.SA,Fundo De Investimento Imobiliario Hbc Renda Urbana,144.00
TTPIS3.SA,Triunfo Participações e Investimentos S.A.,5.08
FFLMA11.SA,Unitas DTVM S.A.,157.78
